204.63,377.6,330.54,203.88,405.68,606.92,36.597,879.3,236.64,612.33,480.1,193.1,397.04,1780.1,1687.7,1388.7,368.93,1939.6,754.31,223.72,3170.3,3408.9,2033.9,117.62,2129.8,505.43,1689.8,1836.4,303.95,365.71,4219.1,1667.9,6494.7,3612.7,476.42,2023.2,555.12,1225.3,3146.5,1283.3,1125.7,1193.7,409.6,836.03,73.64,1156.1,2023.6,1886.6,2714.8,4135,785.65,266.97,1577.6,269.44,118.14,76.622,228.49,3613.3,60.495,170.72,30.74,239.15,425.62,67.251,36.604,158,117.95,521.13,351.68,588.68,108.56,32.115,41.059,43.376,45.103,558.68,106.22,613.7,614.65,4434.5,107.73
116.78,459.08,259.62,365.82,397.95,107.81,48.585,799.84,545.81,400.1,203.84,102.46,1601.6,353.02,166.34,823.84,20.834,2127.9,86.376,293.17,331.96,250.49,2896.4,993.85,2717.3,953.53,186.24,69.842,68.707,162.15,556.25,790.14,1901.3,1295.4,952.93,658.52,1306.3,1659.9,1079.8,400.98,1300.7,1141.4,820.38,760.51,426.86,407.62,1077.5,932.38,755.82,1285.7,318.07,665.64,668.39,366.1,910.06,1933.1,206.4,327.18,171.94,1232.5,72.203,913.85,2148.8,1198,1492,3271.7,47.672,833.86,1506.1,635.03,1430.5,57.775,69.842,338.85,310.37,69.92,1635.7,435.73,1685.3,226.5,20.886
203.96,377.45,331.6,203.26,405.02,607.31,38.5,879.16,236.73,613.04,480.6,196.02,395.96,1781.3,1684.7,1388.8,366.67,1938.8,756.64,223.33,3167.8,3408.1,2036.2,118.38,2128.3,505.94,1687.4,1834.8,305.08,367.12,4218.9,1671,6495.8,3611.7,474.85,2023.3,554.75,1225.5,3145.2,1282,1126.7,1193.8,409.66,833.59,73.923,1158.2,2024,1885.2,2715.5,4132.9,785.77,265.7,1578.3,268.71,117.49,79.36,227.96,3615,59.287,170.85,32.14,240.61,425.57,69.197,35.492,158.8,119.4,522.59,352.04,589.47,110.18,32.606,40.077,41.987,44.672,560.02,107.84,613.33,615.94,4436.2,106.11
204.9,378.45,331.47,204.28,403.93,605.61,36.884,879.48,237.28,612.32,481.94,194.97,394.72,1780.2,1686.8,1388.7,366.77,1940.5,754.03,222.49,3169.1,3408.6,2033.5,119.34,2131.6,507.52,1689,1833.5,306.68,366.46,4218,1669.6,6496,3610.7,473.84,2025,554.65,1226.9,3145.3,1280.8,1126.4,1192.6,410.47,836.72,73.139,1156.6,2023.2,1886.8,2715.5,4135.5,785.66,263.75,1576.4,267.15,117.07,77.191,227.03,3612,58.289,171.12,29.91,239.6,426.45,69.139,36.439,161.22,117.45,521.01,350.86,587.01,111.45,31.007,41.133,43.714,44.586,560.6,104.77,614.43,616.01,4434.8,106.66
203.32,380.1,331.83,203.46,404.74,608.75,37.904,879.14,237.77,611.18,482.74,193.97,392.84,1781.2,1685.2,1388.6,367.17,1940.7,754.78,224.82,3172,3409.9,2033.5,119.97,2129.6,506.89,1689,1836.1,304.83,365.92,4218.5,1668.5,6496.9,3611.2,474.24,2025.8,554.15,1225.1,3145.4,1282.5,1124.7,1193,411.41,835.68,73.081,1156,2026.2,1887.1,2715.9,4134.4,785.21,267.13,1576.8,270.03,117.83,77.757,228.75,3612.9,59.522,169.87,28.545,241.22,425.58,68.373,35.083,160.32,119.11,523.24,350.87,588,109.67,32.839,40.994,44.94,47.8,561.14,105.98,613.49,616.56,4434.9,107.51
201.42,377.89,332.01,201.5,406.07,608.18,37.788,878.54,234.98,612.36,481.87,194.91,395.2,1780.4,1686,1388.8,367.78,1938.6,755.66,221.71,3168.3,3409.1,2033.7,118.44,2129.6,505.15,1689.8,1834.7,305.43,367.22,4218.9,1670.5,6495.7,3611.8,475.71,2023.4,555.31,1224.2,3147.1,1282.1,1125.6,1193.1,410.99,836.66,74.545,1156.5,2023.3,1886,2716.8,4134.1,784.76,265.02,1576.6,268.3,119.36,77.365,228.67,3611,59.927,171.12,28.38,240.86,426.77,68.12,34.913,160.16,120.58,521.07,351.2,588.54,109.79,33.669,39.498,43.099,45.511,559.74,104.81,613.54,616.68,4433.4,107.91
84.359,363.96,374.92,67.118,278.22,156.11,39.632,121.78,835.94,988.47,216.23,323.99,1387.9,141.01,372.32,640.75,16.718,868.79,215.43,135.84,872.58,780.92,2755.8,55.355,2735.1,279.31,501.56,71.399,184.48,330.96,924,103.17,2178.2,1624,965.59,707.97,74.267,1326,2180.5,1189,98.666,73.857,66.419,148.45,42.333,40.106,125.05,33.125,909.9,1513.1,583.91,46.79,93.713,265.59,126.27,51.924,93.081,196.7,36.296,35.988,24.807,67.171,553.81,48.548,3.6406,2210.1,149.42,35.652,61.265,498.5,514.2,31.766,1166.6,70.561,54.032,303.64,264.04,51.283,166.68,879.13,828.95
83.108,361.35,374.32,68.833,277.53,156.79,37.654,121.9,835.63,989.61,214.36,325.94,1389,142.22,372.82,638.65,16.062,870.73,215.28,135.11,870.42,780.15,2754.3,56.559,2736.1,278.18,502.13,72.345,185.8,330.63,927.14,103.5,2179.5,1623,963.67,708.17,72.917,1324.6,2180,1188,98.106,73.693,66.2,150.03,44.115,41.341,126.22,34.388,909.84,1511.2,582.9,45.627,93.445,265.33,126.26,54.188,91.167,197.67,36.336,37.583,24.212,64.86,553.7,47.826,6.304,2210.5,145.85,37.356,62.023,500.41,514.21,30.559,1168.6,69.541,53.74,301.79,263.28,53.068,164.33,880.65,829.27
83.98,362.72,373.46,66.821,277.78,156.38,38.924,119.66,836.8,987.05,215.44,322.3,1389.1,140.46,372.5,638.18,18.179,867.45,214.17,135.84,871.81,780.48,2753.2,54.64,2735.4,280.69,501.65,70.564,186.26,330.5,924.81,103.03,2178.4,1622.3,965.42,707.56,75.362,1325.3,2180.4,1188.3,99.196,73.63,65.223,147.82,46.095,42.992,127.46,34.596,908.76,1514,582.14,45.906,93.531,266.08,126.82,52.718,92.217,197.33,36.998,37.453,28.589,65.094,553.31,48.168,4.2228,2209.2,149.31,35.114,61.808,500.34,512.71,30.9,1167.6,71.283,51.353,301.24,264.73,51.124,165.54,880.76,828.13
190.26,190.78,203.83,92.496,172.13,135.59,91.131,224.66,163.72,156.87,161.54,62.663,330.87,1264.4,92.706,220.72,135.59,231.17,112.09,94.248,212.61,209.33,1013.3,220.19,886.09,384.4,247.65,167.29,29.722,322.34,821.45,104.09,739.69,2265.8,303.25,122.81,523.71,244.12,1922.9,2395,484.26,551.89,545.35,231,175.49,51.414,99.1,627.11,155.7,1280.8,401.52,192.32,70.356,166.43,166.13,141.23,140.62,521.57,74.174,136.75,66.853,149.02,286.8,103.21,27.547,164.63,74.679,215.25,98.304,405.72,272.55,67.793,91.692,31.195,34.472,394.82,61.9,177.47,135.3,1187.1,60.255
