476.1,77.45,90.54,81.08,88.23,151.4,598.13,385.62,875.75,2174.4,271.71,41.14,187.36,106.95,1283.6,5712.4,21.22,826.35,1396.5,9132.2,5131.1,5386.4,343.7,293.06,415.99,2869.8,3208.5,79.81,14.47,1686.3,6830.1,49.92,7810.3,3829.7,429.43,291.15,92.34,3604.3,9311.9,4723.4,1949.5,2126.8,86.5,136.2,20.7,161.51,73.8,67.86,3709.7,4925.4,2925.1,51.24,60.81,107.64,106.24,157.66,5198.9,255.08,44.47,96.73,30.44,127.31,189.27,126.32,120.14,246.75,871.89,54.01,67.56,572.92,215.49,34.73,1262.6,21.52,27.72,1291.1,121.93,154.31,122.05,1032.5,141.84
62.34,760.01,496.69,61.91,762.85,93.37,22.22,334.3,183.87,58.46,47.94,160.29,1599.4,2401.6,139.17,212.77,74.52,943.62,54.87,377.75,134.81,131.65,3474.9,303.49,3427.8,518.8,102.7,61.74,443.44,74.8,148.71,566.37,1488.3,1386.6,1531.6,454.96,759.04,801.05,341.12,111.93,2904.4,2576.2,411.66,228.45,230.07,1016.8,786.99,2338,766.33,1312.5,69.02,338.12,488.19,871.62,1562.6,973.1,34.33,146.71,188.7,1420.9,86.22,271.51,2636.2,845.45,510.18,5146.8,11.83,264.09,1027.8,1190.3,2160.9,57.07,24.47,280.49,212.83,23.07,4605.6,60.19,1719,72.13,14.43
333.48,435.95,436.35,2032.3,468.4,459.33,1071.1,879.66,1200.5,2123.2,501.7,112.45,230.84,444.12,1916,2524.3,41.89,1778.6,757.39,160.89,3099.1,3094.9,588.59,106.46,658.61,232.66,1660.6,2036,1275.8,416.06,2395.4,52.37,9258.7,2008.7,309.17,324.37,307.6,1053.1,4368.4,2077.1,163.74,174.05,219.82,535.54,38.78,77.3,108.52,71.47,4994.3,1867.1,1318.2,126.44,81.17,111.36,48.93,103.88,1357.3,10678,45.96,113.1,36.6,88.57,1041.1,102.52,59.85,443.88,124.15,54.66,99.77,2584.9,634.99,25.17,520.47,111.02,72.44,601.75,80.69,103.43,6688.4,4539.5,52.91
138.38,204.57,248.17,1324,212.89,174.16,477.39,786.79,591.41,907.72,463.08,225.24,305.98,599.2,2029.1,1132.2,48.37,1938.2,506.18,185.68,1669.7,1594.5,1397.9,1171.7,1391.9,1855.7,1167.7,615.52,730.21,553.84,2680.2,262.85,5148.6,981.82,387.04,1065.4,527.35,1393.5,4122.4,1703.3,666.54,594.17,360.43,227.83,101.19,53,337.69,130.4,2447.6,961.46,1261.5,293.13,196.79,107.98,319.62,311.55,60.11,6428.2,36.25,376.08,27.21,49.46,274.74,183.89,193.79,97.48,222.4,142.44,164.83,1442.7,769.89,37.79,1157.8,46.3,32.56,602.82,598.49,161.94,1452,3847.3,90.72
367.8,181.74,165.31,4272.2,209.43,350.3,201.53,771.84,1490.9,1673.1,1856.2,72.85,530.12,297.6,1617,1388.2,21.29,1738.4,780.73,637.84,2651.3,2652.8,1236.8,152.4,1222.1,916.3,1844.1,1514.3,538.84,480.68,3935.9,46.41,9130.1,30.55,258.44,2827.9,416.76,1025.8,4070.9,2635.3,345.29,322.43,316.3,154.59,98.32,89.65,65.07,67.65,5699.1,111.93,1019.6,152.08,66.58,120.44,85.64,54.92,1642.5,5293.4,42.47,72.66,28.36,143.19,345.5,60.53,12.57,87.79,48.91,54.77,76.7,841.88,302.94,36.31,480.37,36.43,17.36,499.89,2805.8,214.77,4289.6,2366.3,65.55
105.67,106.17,303.52,7218.4,109.42,1131.9,189.02,204.34,903.37,2891.4,1445.4,124.4,116.92,37.68,3515.2,3207.9,29.09,958.11,2036.4,813.76,6801.3,6700.8,315.72,318.62,340.25,927.25,5064.8,233.83,65.51,1159.2,13168,47.31,7984.2,1227.6,454.91,135.64,228.35,145,5815.8,3494.6,595.05,410.62,174.17,116.33,73.23,64.55,51.21,68.31,4557.6,1239.5,2111.5,100.54,51.76,132.79,97.22,97.72,416.42,1220.1,44.62,75.82,49.96,251.32,202.85,73.53,21.53,92.1,272.73,59.19,66.81,908.72,95.37,35.83,3332.1,14.94,25.67,1071.5,31.94,81.04,44.43,652.45,86.56
627.38,163.74,71.23,1416.3,182.71,634.59,262.42,474.48,1030.7,1594.8,499.43,44.26,454.1,158.06,2602.2,2050.6,38.27,3233.7,696.05,516.54,2598.3,2533.1,1302.4,441.71,1292,1869,1578.7,130.63,367.85,683.68,2442.9,227.6,5079.6,1437.8,635.25,562.63,362.46,2128.5,4523.2,2844,167.06,169.15,283.19,241.85,84.34,98.42,354.15,234.93,2572.7,1372.7,1191.1,212.85,225.95,179.44,211.41,273.8,67.75,283.65,26.28,455.56,30.14,68.72,161.22,195.29,286.23,84.39,65.11,139.55,274.25,1236.6,742.58,40.78,145.33,13.11,26.48,585.51,230.18,162.6,2476.7,241.69,98.1
894.58,271.57,167.9,1003.9,253.39,426.37,102.51,1560.6,300.58,881.2,207.09,70.3,501.32,377.93,342.04,1118.2,27.25,2450.9,758.36,343.34,2877.1,2646.9,737.39,464.36,680,1122.7,1536.7,4900,498.28,485.19,5188.2,148.16,3210.5,333.46,457.38,1079.6,265.99,1696.2,2900.9,1584,313.46,242.19,205.25,411.26,98.39,56.52,129.68,128.38,915.17,429.4,695.96,108.44,129.07,385.27,156.37,496.26,185.26,1215.8,52.92,308.39,70.44,133.3,523.17,435.45,455.86,299.98,174.24,193.02,441.57,1390,293.59,55.89,383.95,83.58,62.97,490.26,306.68,190.16,2755.7,2572.4,1307.5
519.89,135.55,200.45,86.67,161.91,654.31,328.49,287.99,349.59,1285.3,142.61,122.94,726.23,367.4,116.86,634.94,56.93,1639.2,380.33,270.09,2059.7,2153.2,1667.5,194.55,1560.3,88.1,1058.7,513.32,58.6,977.28,1231.4,126.54,1079.7,172.49,344.51,1367.9,384.09,1132.8,5756.4,699.73,87.53,72.75,351.3,160.51,37.38,56,128.51,1148.2,333.87,263.89,1721.3,172.28,109.39,167.04,74.43,97.51,144.54,424.03,46.42,95.37,51.45,75.1,358.17,78.74,10.41,1034.3,93.14,63.74,1616.3,140.15,345.08,44.74,39.86,43.2,40.07,762.97,4194.9,136.66,280.88,432.87,45.21
140.73,240.94,353.89,76.8,234.53,237.21,35.87,103.15,195.87,67.65,38.23,69.45,82.04,2017.3,67.25,266.8,40.02,221.25,546.63,62.26,2177.7,2066.3,392.57,148.64,458.48,269.77,1306,56.43,12.28,123.85,182.76,54.57,694.77,1814.2,367.17,150.47,134.05,1894.7,760.79,2760.4,976.01,1266.4,111.58,179.76,83.22,1385.7,105.39,100.28,217,1951.8,120.24,69.54,104.34,167.37,92.83,115.92,69.87,207.89,36.82,63.59,41.57,92.96,471.84,116.13,45.06,554.48,61.9,63.64,56.62,303.52,181.54,51.38,114.87,35.29,21.75,353.64,92.12,417.85,148.64,114.15,656.5
